Nation,Country,Region,Year,CO2 Emissions,Emissions from bunker fuels,Emissions from cement production,Emissions from gas flaring,Emissions from gas fuel consumption,Emissions from liquid fuel consumption,Emissions from solid fuel consumption,Gdp Ppp,Number of Records,Per capita CO2 emissions,Population,Total CO2 emissions from fossil-fuels and cement production
CHILE,CHILE,South America,1938,"1,509",0,50,0,0,0,"1,459",21347421772,1,0,4309478,"1,509"
SUDAN,SUDAN,Africa,2000,"1,509",98,20,0,0,"1,489",0,54520738370,1,0.04,28079664,"1,509"
NEW ZEALAND,NEW ZEALAND,Australia,1946,"1,510",0,31,0,0,0,"1,479",21739862719,1,0,1629869,"1,510"
KENYA,KENYA,Africa,1992,"1,511",120,205,0,0,"1,191",115,45905617517,1,0.06,25029754,"1,511"
ISRAEL,ISRAEL,Asia,1958,"1,512",13,97,0,0,"1,397",18,11973139838,1,0.78,1939449,"1,512"
ARGENTINA,ARGENTINA,South America,1921,"1,512",0,0,0,13,253,"1,246",41974990448,1,0,8884894,"1,512"
ALGERIA,ALGERIA,Africa,1957,"1,512",590,97,0,0,876,539,60639275648,1,0.15,10316288,"1,512"
BRUNEI (DARUSSALAM),BRUNEI,Asia,1991,"1,513",74,0,328,673,512,0,20450399132,1,5.83,264365,"1,513"
TUNISIA,TUNISIA,Africa,1975,"1,513",55,84,4,133,"1,206",86,23240714250,1,0.27,5652478,"1,513"
PORTUGAL,PORTUGAL,Europe,1947,"1,513",0,58,0,0,474,981,30816159464,1,0,7693201,"1,513"
SUDAN,SUDAN,Africa,1990,"1,516",32,23,0,0,"1,493",0,31684023267,1,0.06,20008804,"1,516"
BRUNEI (DARUSSALAM),BRUNEI,Asia,1998,"1,519",115,29,188,832,470,0,22875843923,1,4.87,316873,"1,519"
THAILAND,THAILAND,Asia,1963,"1,519",114,135,0,0,"1,343",41,50421228526,1,0.05,29967043,"1,519"
BANGLADESH,BANGLADESH,Asia,1976,"1,519",19,21,0,385,990,122,64034944338,1,0.02,72930206,"1,519"
LEBANON,LEBANON,Asia,1977,"1,520",180,185,0,0,"1,331",4,10700867231,1,0.54,2606224,"1,520"
CHILE,CHILE,South America,1941,"1,520",0,49,0,0,0,"1,471",22411597490,1,0,5108117,"1,520"
HUNGARY,HUNGARY,Europe,1920,"1,525",0,0,0,0,14,"1,511",33519863730,1,0,7956033,"1,525"
BRAZIL,BRAZIL,South America,1912,"1,526",0,0,0,0,0,"1,526",24592599335,1,0,27660862,"1,526"
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1982,"1,527",0,47,23,258,"1,124",74,68631313767,1,0.04,36098908,"1,527"
ISRAEL,ISRAEL,Asia,1959,"1,530",13,106,0,0,"1,409",15,13608988966,1,0.76,2012158,"1,530"
CUBA,CUBA,North America,1950,"1,530",0,43,0,0,"1,453",35,58280879878,1,0.26,5919997,"1,530"
NEW ZEALAND,NEW ZEALAND,Australia,1949,"1,531",0,35,0,0,1,"1,496",24283995345,1,0,1629869,"1,531"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1977,"1,531",1,117,0,0,"1,413",1,22751470490,1,0.28,5411867,"1,531"
NEW ZEALAND,NEW ZEALAND,Australia,1945,"1,534",0,32,0,0,0,"1,501",20183452171,1,0,1629869,"1,534"
PORTUGAL,PORTUGAL,Europe,1950,"1,534",93,78,0,0,585,871,31940568934,1,0.18,8416969,"1,534"
TURKEY,TURKEY,Asia,1941,"1,534",0,37,0,0,0,"1,496",67679958376,1,0,17777172,"1,534"
PERU,PERU,South America,1930,"1,535",0,3,0,0,"1,386",146,17163685566,1,0,5536002,"1,535"
MOROCCO,MOROCCO,Africa,1968,"1,535",129,135,0,6,"1,104",290,38656216811,1,0.11,15335173,"1,535"
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1981,"1,538",0,43,16,221,"1,203",56,65059379410,1,0.05,35279907,"1,538"
PANAMA,PANAMA,North America,1997,"1,540","1,959",95,0,32,"1,371",41,24234985553,1,0.55,2852739,"1,540"
CHILE,CHILE,South America,1945,"1,540",0,56,0,0,0,"1,484",26700758379,1,0,5108117,"1,540"
ALGERIA,ALGERIA,Africa,1964,"1,541",284,107,0,325,"1,032",77,74317663624,1,0.13,12295973,"1,541"
GUATEMALA,GUATEMALA,North America,1993,"1,543",0,152,0,5,"1,386",0,56701298110,1,0.16,9860063,"1,543"
ALGERIA,ALGERIA,Africa,1959,"1,545",445,130,0,0,"1,016",399,74511721742,1,0.15,10848971,"1,545"
PANAMA,PANAMA,North America,1999,"1,546","2,185",103,0,0,"1,400",43,26068108933,1,0.53,2970193,"1,546"
ALGERIA,ALGERIA,Africa,1962,"1,546",263,119,0,188,"1,129",111,56722757373,1,0.14,11690152,"1,546"
SUDAN,SUDAN,Africa,1974,"1,550",25,41,0,0,"1,509",0,22252767498,1,0.09,11668674,"1,550"
FINLAND,FINLAND,Europe,1938,"1,555",0,65,0,0,196,"1,294",21921332657,1,0,3450505,"1,555"
LEBANON,LEBANON,Asia,1978,"1,558",180,188,0,0,"1,366",4,10864291990,1,0.56,2604875,"1,558"
CHILE,CHILE,South America,1947,"1,558",0,82,0,0,0,"1,476",25858534978,1,0,5108117,"1,558"
BRUNEI (DARUSSALAM),BRUNEI,Asia,1988,"1,559",0,0,13,"1,109",437,0,19344808792,1,6.54,242750,"1,559"
LEBANON,LEBANON,Asia,1972,"1,562",389,229,0,0,"1,329",5,19963431588,1,0.6,2416743,"1,562"
IRAQ,IRAQ,Asia,1935,"1,562",0,0,0,0,"1,562",0,10827734051,1,0,3728811,"1,562"
OMAN,OMAN,Asia,1982,"1,564",253,0,678,428,458,0,30777911287,1,1.18,1290007,"1,564"
TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,North America,1936,"1,567",0,0,0,0,"1,567",0,1538416836,1,0,412941,"1,567"
SWITZERLAND,SWITZERLAND,Europe,1918,"1,568",0,0,0,0,17,"1,551",30817133050,1,0,3865690,"1,568"
BAHRAIN,BAHRAIN,Asia,1975,"1,569",538,0,0,"1,089",480,0,7547586506,1,5.92,266686,"1,569"
BRUNEI (DARUSSALAM),BRUNEI,Asia,2001,"1,569",124,31,159,793,586,0,24843628990,1,4.69,337074,"1,569"
GHANA,GHANA,Africa,1996,"1,570",24,204,0,0,"1,364",2,36236538484,1,0.09,17169214,"1,570"
SWITZERLAND,SWITZERLAND,Europe,1946,"1,574",0,94,0,0,330,"1,150",76414582990,1,0,4219596,"1,574"
PERU,PERU,South America,1946,"1,574",0,35,0,0,"1,372",167,26925496418,1,0,6506528,"1,574"
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1983,"1,575",0,46,26,270,"1,167",66,71581296716,1,0.05,36917980,"1,575"
MONGOLIA,MONGOLIA,Asia,1978,"1,577",0,23,0,0,455,"1,099",5258848624,1,0.98,1603908,"1,577"
PANAMA,PANAMA,North America,2000,"1,579","2,242",129,0,0,"1,407",43,26759628567,1,0.53,3028751,"1,579"
ROMANIA,ROMANIA,Europe,1914,"1,579",0,0,0,0,"1,515",63,77872016015,1,0,12320811,"1,579"
AUSTRIA,AUSTRIA,Europe,1938,"1,580",0,88,0,0,48,"1,443",43528139854,1,0,6684058,"1,580"
IRAQ,IRAQ,Asia,1936,"1,581",0,0,0,0,"1,581",0,11233911048,1,0,3728811,"1,581"
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1991,"1,581",0,81,250,262,988,0,26268998794,1,0.23,6992521,"1,581"
PORTUGAL,PORTUGAL,Europe,1954,"1,581",79,106,0,0,998,477,37439404962,1,0.18,8597225,"1,581"
TURKEY,TURKEY,Asia,1934,"1,581",0,23,0,0,0,"1,558",54903624670,1,0,14930772,"1,581"
ANGOLA,ANGOLA,Africa,1993,"1,582",251,34,445,286,817,0,29649994535,1,0.14,12246786,"1,582"
PANAMA,PANAMA,North America,2004,"1,583","2,452",142,0,0,"1,439",1,31060302774,1,0.5,3260611,"1,583"
VIET NAM,VIETNAM,Asia,1936,"1,583",0,0,0,0,0,"1,583",23240818284,1,0,20146281,"1,583"
CHILE,CHILE,South America,1942,"1,585",0,50,0,0,0,"1,536",23452182381,1,0,5108117,"1,585"
BANGLADESH,BANGLADESH,Asia,1977,"1,585",25,42,0,431,975,137,64293397609,1,0.02,74848466,"1,585"
BULGARIA,BULGARIA,Europe,1943,"1,586",0,0,0,0,0,"1,586",18064807423,1,0,6672496,"1,586"
ANGOLA,ANGOLA,Africa,1987,"1,586",701,48,659,81,798,0,38874172485,1,0.17,10285712,"1,586"
KENYA,KENYA,Africa,1990,"1,588",192,205,0,0,"1,273",110,45630348973,1,0.07,23446229,"1,588"
MOROCCO,MOROCCO,Africa,1969,"1,589",138,158,0,22,"1,120",289,40923622200,1,0.11,15687996,"1,589"
SWITZERLAND,SWITZERLAND,Europe,1942,"1,594",0,60,0,0,73,"1,462",54734487049,1,0,4219596,"1,594"
INDONESIA,INDONESIA,Asia,1912,"1,594",0,0,0,0,"1,153",441,66110696295,1,0,47287780,"1,594"
TUNISIA,TUNISIA,Africa,1976,"1,595",66,65,4,135,"1,311",79,25010475688,1,0.27,5781793,"1,595"
CUBA,CUBA,North America,1956,"1,595",0,81,0,0,"1,500",14,68574653560,1,0.24,6652086,"1,595"
PERU,PERU,South America,1939,"1,597",0,16,0,0,"1,502",78,22734867603,1,0,5536002,"1,597"
JORDAN,JORDAN,Asia,1981,"1,599",216,131,0,0,"1,468",0,20817696842,1,0.67,2365665,"1,599"
PANAMA,PANAMA,North America,2002,"1,601","2,315",102,0,0,"1,457",42,27595171382,1,0.52,3144728,"1,601"
TURKEY,TURKEY,Asia,1936,"1,601",0,19,0,0,0,"1,582",66189303156,1,0,14930772,"1,601"
BRAZIL,BRAZIL,South America,1942,"1,602",0,102,0,1,13,"1,487",81263105495,1,0,41545129,"1,602"
CHILE,CHILE,South America,1949,"1,604",0,67,0,2,6,"1,529",29510337620,1,0,5108117,"1,604"
ARGENTINA,ARGENTINA,South America,1920,"1,608",0,0,0,10,200,"1,398",41109291007,1,0,8884894,"1,608"
TAIWAN,TAIWAN,Asia,1938,"1,610",0,0,0,15,3,"1,592",13225874786,1,0,7837333,"1,610"
SRI LANKA,SRI LANKA,Asia,1995,"1,610",355,122,0,0,"1,487",1,74324005607,1,0.09,18248435,"1,610"
BRAZIL,BRAZIL,South America,1944,"1,610",0,110,0,2,22,"1,476",95683834386,1,0,41545129,"1,610"
INDONESIA,INDONESIA,Asia,1913,"1,610",0,0,0,0,"1,199",411,69090960767,1,0,47287780,"1,610"
PERU,PERU,South America,1947,"1,613",0,35,0,0,"1,422",156,27682634747,1,0,6506528,"1,613"
BULGARIA,BULGARIA,Europe,1947,"1,613",0,0,0,0,0,"1,613",15740799180,1,0,6672496,"1,613"
IRAQ,IRAQ,Asia,1938,"1,615",0,0,0,0,"1,615",0,12092545147,1,0,3728811,"1,615"
ROMANIA,ROMANIA,Europe,1921,"1,615",0,0,0,88,978,549,65248195002,1,0,12320811,"1,615"
BRAZIL,BRAZIL,South America,1928,"1,618",0,12,0,0,0,"1,606",52280311833,1,0,27660862,"1,618"
PORTUGAL,PORTUGAL,Europe,1953,"1,619",100,105,0,0,860,654,35671272654,1,0.19,8532193,"1,619"
TURKEY,TURKEY,Asia,1935,"1,620",0,18,0,0,0,"1,602",55819161751,1,0,14930772,"1,620"
PANAMA,PANAMA,North America,1998,"1,622","2,103",102,0,0,"1,478",43,25215483276,1,0.57,2911383,"1,622"
CUBA,CUBA,North America,1954,"1,624",0,57,0,0,"1,541",26,60436756514,1,0.25,6424173,"1,624"
BRAZIL,BRAZIL,South America,1939,"1,624",0,95,0,0,35,"1,493",80448607740,1,0,33888997,"1,624"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1968,"1,626",3,125,0,0,"1,500",1,12078480888,1,0.27,5963248,"1,626"
GREECE,GREECE,Europe,1955,"1,626",191,154,0,0,"1,063",409,37471746655,1,0.2,7935409,"1,626"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1973,"1,627",2,79,0,0,"1,547",1,18359205667,1,0.33,4889437,"1,627"
IRAQ,IRAQ,Asia,1957,"1,630",17,82,0,141,"1,406",1,38102338525,1,0.24,6795399,"1,630"
VENEZUELA,VENEZUELA,South America,1935,"1,635",0,3,0,335,"1,297",1,16617790898,1,0,3562393,"1,635"
OMAN,OMAN,Asia,1981,"1,641",245,0,841,324,476,0,27425460846,1,1.31,1220548,"1,641"
SWEDEN,SWEDEN,Europe,1921,"1,641",0,0,0,0,121,"1,520",29245027845,1,0,5870418,"1,641"
GUATEMALA,GUATEMALA,North America,1992,"1,641",0,190,0,5,"1,446",0,54860706787,1,0.18,9619113,"1,641"
ROMANIA,ROMANIA,Europe,1912,"1,641",0,0,0,0,"1,590",51,77346106510,1,0,12320811,"1,641"
BANGLADESH,BANGLADESH,Asia,1978,"1,641",33,46,0,457,"1,023",115,68889578169,1,0.02,76948378,"1,641"
INDONESIA,INDONESIA,Asia,1914,"1,642",0,0,0,0,"1,194",448,69122448537,1,0,47287780,"1,642"
BRUNEI (DARUSSALAM),BRUNEI,Asia,1976,"1,643",0,0,"1,271",279,92,0,17104762262,1,10.07,167283,"1,643"
INDONESIA,INDONESIA,Asia,1915,"1,646",0,0,0,0,"1,195",451,70061141699,1,0,47287780,"1,646"
IRELAND,IRELAND,Europe,1925,"1,647",0,0,0,0,0,"1,647",13251019208,1,0,3071970,"1,647"
BRAZIL,BRAZIL,South America,1913,"1,647",0,0,0,0,0,"1,647",25360470597,1,0,27660862,"1,647"
OMAN,OMAN,Asia,1980,"1,649",303,0,751,440,458,0,23336794286,1,1.4,1154375,"1,649"
ZIMBABWE,ZIMBABWE,Africa,1966,"1,649",0,34,0,0,253,"1,362",7544277441,1,0.36,4568320,"1,649"
PERU,PERU,South America,1942,"1,649",0,26,0,0,"1,515",108,22667064171,1,0,6506528,"1,649"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1967,"1,652",722,29,0,0,"1,560",63,27802245419,1,0.42,3901653,"1,652"
ALGERIA,ALGERIA,Africa,1961,"1,654",437,146,0,123,"1,177",209,69933488889,1,0.15,11404859,"1,654"
BRAZIL,BRAZIL,South America,1927,"1,658",0,0,0,0,0,"1,658",46821232875,1,0,27660862,"1,658"
ECUADOR,ECUADOR,South America,1974,"1,661",90,79,177,18,"1,386",0,49850050827,1,0.25,6798205,"1,661"
BRAZIL,BRAZIL,South America,1937,"1,662",0,78,0,0,32,"1,552",75142851733,1,0,33888997,"1,662"
BRAZIL,BRAZIL,South America,1938,"1,664",0,84,0,0,40,"1,539",78519670085,1,0,33888997,"1,664"
BRUNEI (DARUSSALAM),BRUNEI,Asia,2000,"1,665",118,32,193,831,609,0,24213382736,1,5.09,330554,"1,665"
LEBANON,LEBANON,Asia,1982,"1,667",137,231,0,0,"1,434",2,8133101094,1,0.59,2632281,"1,667"
SWITZERLAND,SWITZERLAND,Europe,1917,"1,667",0,0,0,0,23,"1,644",30926802563,1,0,3865690,"1,667"
CHILE,CHILE,South America,1943,"1,668",0,51,0,0,0,"1,617",24122058879,1,0,5108117,"1,668"
TURKEY,TURKEY,Asia,1943,"1,670",0,23,0,0,0,"1,647",63645770742,1,0,17777172,"1,670"
LEBANON,LEBANON,Asia,1976,"1,671",150,232,0,0,"1,435",4,6258189020,1,0.6,2598362,"1,671"
VENEZUELA,VENEZUELA,South America,1938,"1,671",0,5,0,439,"1,222",4,20600581715,1,0,3562393,"1,671"
VIET NAM,VIETNAM,Asia,1937,"1,671",0,0,0,0,0,"1,671",23417165952,1,0,20146281,"1,671"
PERU,PERU,South America,1955,"1,672",21,74,0,34,"1,476",88,44135009240,1,0.19,8786753,"1,672"
QATAR,QATAR,Asia,1963,"1,674",0,0,"1,575",46,53,0,2869115184,1,27.31,61647,"1,674"
CHILE,CHILE,South America,1944,"1,676",0,49,0,0,0,"1,627",24577314822,1,0,5108117,"1,676"
PANAMA,PANAMA,North America,2003,"1,678","2,462",121,0,0,"1,557",0,28846327450,1,0.54,3202511,"1,678"
LEBANON,LEBANON,Asia,1979,"1,679",206,289,0,0,"1,386",4,12171063893,1,0.6,2602573,"1,679"
SWITZERLAND,SWITZERLAND,Europe,1922,"1,679",0,0,0,0,71,"1,608",37409837467,1,0,3865690,"1,679"
EGYPT,EGYPT,Africa,1948,"1,679",0,104,0,0,"1,575",0,52650247681,1,0,17849440,"1,679"
ALGERIA,ALGERIA,Africa,1960,"1,680",438,144,0,0,"1,193",343,79628759310,1,0.16,11124892,"1,680"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1981,"1,682",0,129,0,0,"1,553",0,26772366778,1,0.28,5943591,"1,682"
LEBANON,LEBANON,Asia,1980,"1,685",214,202,0,0,"1,479",4,12801911369,1,0.6,2605294,"1,685"
SWITZERLAND,SWITZERLAND,Europe,1943,"1,685",0,50,0,0,60,"1,574",54251941193,1,0,4219596,"1,685"
VIET NAM,VIETNAM,Asia,1941,"1,686",0,0,0,0,0,"1,686",24136042634,1,0,22322198,"1,686"
CUBA,CUBA,North America,1953,"1,690",0,55,0,0,"1,604",31,57610075212,1,0.27,6304524,"1,690"
KENYA,KENYA,Africa,1980,"1,690",381,173,0,0,"1,505",13,29976744439,1,0.1,16267906,"1,690"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1968,"1,692",899,51,0,0,"1,595",46,28221324627,1,0.43,3915095,"1,692"
BRUNEI (DARUSSALAM),BRUNEI,Asia,1990,"1,694",58,0,16,"1,253",425,0,19655685426,1,6.72,256939,"1,694"
CHILE,CHILE,South America,1948,"1,695",0,73,0,0,0,"1,621",30160703192,1,0,5108117,"1,695"
BULGARIA,BULGARIA,Europe,1948,"1,698",0,44,0,0,0,"1,654",17318900483,1,0,6672496,"1,698"
VIET NAM,VIETNAM,Asia,1938,"1,698",0,0,0,0,0,"1,698",23594852658,1,0,20146281,"1,698"
PERU,PERU,South America,1954,"1,702",38,66,0,34,"1,483",120,41081569545,1,0.2,8559721,"1,702"
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1994,"1,703",6,64,6,680,942,11,76430802950,1,0.04,44164109,"1,703"
IRAQ,IRAQ,Asia,1937,"1,704",0,0,0,0,"1,704",0,11655324931,1,0,3728811,"1,704"
SAUDI ARABIA,SAUDI ARABIA,Asia,1962,"1,706","2,618",25,0,6,"1,675",0,98221958555,1,0.4,4362863,"1,706"
PHILIPPINES,PHILIPPINES,Asia,1956,"1,707",80,59,0,0,"1,598",49,56074551158,1,0.08,22958357,"1,707"
QATAR,QATAR,Asia,1964,"1,711",0,0,"1,627",41,42,0,3597835557,1,25.5,67487,"1,711"
PERU,PERU,South America,1945,"1,711",0,36,0,0,"1,530",146,25927279217,1,0,6506528,"1,711"
QATAR,QATAR,Asia,1966,"1,712",0,0,"1,627",43,42,0,5576209498,1,21.62,79735,"1,712"
CUBA,CUBA,North America,1952,"1,715",0,57,0,0,"1,618",41,65583282013,1,0.28,6180031,"1,715"
GHANA,GHANA,Africa,2000,"1,715",87,265,0,0,"1,450",0,43016769073,1,0.09,18824994,"1,715"
BRAZIL,BRAZIL,South America,1941,"1,715",0,104,0,0,39,"1,572",83654340526,1,0,41545129,"1,715"
QATAR,QATAR,Asia,1965,"1,716",0,0,"1,627",42,46,0,4490675800,1,23.48,73543,"1,716"
JORDAN,JORDAN,Asia,1982,"1,716",252,108,0,0,"1,608",0,22336110016,1,0.69,2462968,"1,716"
GREECE,GREECE,Europe,1956,"1,717",134,168,0,0,"1,141",407,40806969950,1,0.21,8016443,"1,717"
MONGOLIA,MONGOLIA,Asia,1979,"1,718",0,25,0,0,476,"1,217",5560728187,1,1.04,1646291,"1,718"
PERU,PERU,South America,1956,"1,723",21,75,0,34,"1,524",90,46127415520,1,0.19,9021960,"1,723"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1976,"1,727",1,89,0,0,"1,638",1,21703105983,1,0.33,5280727,"1,727"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1975,"1,729",1,80,0,0,"1,649",1,20340019971,1,0.34,5149934,"1,729"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1982,"1,729",0,129,0,0,"1,600",0,27244935810,1,0.29,6078816,"1,729"
AUSTRIA,AUSTRIA,Europe,1939,"1,730",0,101,0,0,121,"1,509",49346047327,1,0,6684058,"1,730"
UNITED KOREA,KOREA,Asia,1936,"1,730",0,77,0,0,0,"1,652",37260644498,1,0,21296563,"1,730"
BRUNEI (DARUSSALAM),BRUNEI,Asia,1989,"1,731",0,0,13,"1,288",430,0,19133419034,1,7.06,249738,"1,731"
KENYA,KENYA,Africa,1993,"1,731",142,193,0,0,"1,443",96,46070778643,1,0.07,25824736,"1,731"
LEBANON,LEBANON,Asia,1981,"1,732",205,325,0,0,"1,403",4,12844300997,1,0.62,2615753,"1,732"
BRAZIL,BRAZIL,South America,1929,"1,732",0,13,0,0,0,"1,719",52763473167,1,0,27660862,"1,732"
EAST & WEST PAKISTAN,PAKISTAN+BANGLADESH,Asia,1950,"1,733",68,57,0,0,623,"1,053",78460079686,1,0.02,75437060,"1,733"
IRELAND,IRELAND,Europe,1944,"1,735",0,30,0,0,0,"1,705",15502657238,1,0,2936278,"1,735"
NORWAY,NORWAY,Europe,1926,"1,736",0,0,0,0,152,"1,584",15837354078,1,0,2634635,"1,736"
SUDAN,SUDAN,Africa,2001,"1,737",109,26,0,0,"1,711",0,57582045846,1,0.05,28805142,"1,737"
ZIMBABWE,ZIMBABWE,Africa,1968,"1,741",0,46,0,0,342,"1,353",6643852805,1,0.36,4874113,"1,741"
PERU,PERU,South America,1948,"1,743",0,38,0,0,"1,567",137,28597981086,1,0,6506528,"1,743"
BRUNEI (DARUSSALAM),BRUNEI,Asia,1977,"1,744",0,0,"1,134",488,121,0,19002343310,1,10.27,173826,"1,744"
GHANA,GHANA,Africa,1997,"1,744",58,231,0,0,"1,510",2,37757836845,1,0.1,17568583,"1,744"
TAIWAN,TAIWAN,Asia,1952,"1,745",0,61,0,13,212,"1,458",16258394999,1,0.22,8550333,"1,745"
IRAQ,IRAQ,Asia,1956,"1,746",13,67,0,189,"1,489",1,38680519007,1,0.26,6646641,"1,746"
GHANA,GHANA,Africa,1998,"1,746",74,222,0,0,"1,524",0,39530095221,1,0.1,17969006,"1,746"
SAUDI ARABIA,SAUDI ARABIA,Asia,1966,"1,749","6,669",34,0,594,"1,121",0,1.55E+11,1,0.35,5015672,"1,749"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1974,"1,750",2,82,0,0,"1,667",1,19414458938,1,0.35,5019471,"1,750"
TAIWAN,TAIWAN,Asia,1942,"1,752",0,31,0,44,3,"1,673",12332672465,1,0,7837333,"1,752"
LEBANON,LEBANON,Asia,1975,"1,754",215,225,0,0,"1,522",7,14905103625,1,0.63,2575693,"1,754"
IRELAND,IRELAND,Europe,1932,"1,754",0,0,0,0,0,"1,754",14679644717,1,0,2907196,"1,754"
TAIWAN,TAIWAN,Asia,1943,"1,754",0,42,0,27,3,"1,683",11478645544,1,0,7837333,"1,754"
MONGOLIA,MONGOLIA,Asia,1984,"1,759",0,19,0,0,244,"1,497",7672277583,1,0.94,1871087,"1,759"
REPUBLIC OF KOREA,North Korea,Asia,1955,"1,759",0,8,0,0,306,"1,445",23652931009,1,0.08,10086993,"1,759"
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,North America,1980,"1,761",1,138,0,0,"1,623",0,25721788041,1,0.3,5809271,"1,761"
PERU,PERU,South America,1944,"1,762",0,34,0,0,"1,602",125,25000632306,1,0,6506528,"1,762"
ISRAEL,ISRAEL,Asia,1960,"1,764",13,110,0,0,"1,621",33,14642513949,1,0.84,2089891,"1,764"
PORTUGAL,PORTUGAL,Europe,1955,"1,764",67,106,0,0,"1,052",607,39004474020,1,0.2,8661418,"1,764"
CUBA,CUBA,North America,1951,"1,766",0,52,0,0,"1,649",65,63324731432,1,0.29,6051290,"1,766"
TAIWAN,TAIWAN,Asia,1953,"1,767",0,71,0,9,280,"1,407",17795189944,1,0.21,8853333,"1,767"
BRAZIL,BRAZIL,South America,1943,"1,768",0,102,0,3,36,"1,628",88484396689,1,0,41545129,"1,768"
NORWAY,NORWAY,Europe,1922,"1,769",0,0,0,0,126,"1,643",14209769402,1,0,2634635,"1,769"
IRELAND,IRELAND,Europe,1928,"1,770",0,0,0,0,0,"1,770",13903217810,1,0,3071970,"1,770"
TAIWAN,TAIWAN,Asia,1954,"1,771",0,73,0,13,388,"1,298",19504660440,1,0.21,9165333,"1,771"
BRAZIL,BRAZIL,South America,1940,"1,771",0,101,0,0,41,"1,629",79639497458,1,0,41545129,"1,771"
NORWAY,NORWAY,Europe,1940,"1,777",0,46,0,0,203,"1,528",24460429771,1,0,2971546,"1,777"
KENYA,KENYA,Africa,1981,"1,780",376,177,0,0,"1,538",65,31105345469,1,0.11,16901181,"1,780"
GHANA,GHANA,Africa,1999,"1,786",83,254,0,0,"1,532",0,41280687197,1,0.1,18384426,"1,786"
FINLAND,FINLAND,Europe,1950,"1,787",3,101,0,0,390,"1,295",28483584220,1,0.45,4008299,"1,787"
KENYA,KENYA,Africa,1994,"1,788",117,197,0,0,"1,511",80,47281960237,1,0.07,26608089,"1,788"
MYANMAR (FORMERLY BURMA),MYANMAR,Asia,1984,"1,792",0,42,23,362,"1,292",73,75031726457,1,0.05,37724581,"1,792"
BAHRAIN,BAHRAIN,Asia,1976,"1,793",526,0,0,"1,141",652,0,8834574019,1,6.35,283843,"1,793"
PERU,PERU,South America,1943,"1,795",0,28,0,0,"1,631",135,23024915620,1,0,6506528,"1,795"
ALGERIA,ALGERIA,Africa,1965,"1,799",230,101,0,485,"1,140",72,78712957988,1,0.15,12626953,"1,799"
PHILIPPINES,PHILIPPINES,Asia,1955,"1,806",77,54,0,0,"1,711",42,52162341675,1,0.08,22179103,"1,806"
SWITZERLAND,SWITZERLAND,Europe,1941,"1,809",0,97,0,0,93,"1,620",56147657055,1,0,4219596,"1,809"
NIGERIA,NIGERIA,Africa,1968,"1,809",0,78,690,77,962,2,1.39E+11,1,0.03,53640547,"1,809"
PERU,PERU,South America,1949,"1,810",0,39,0,0,"1,648",123,30754506925,1,0,6506528,"1,810"
VIET NAM,VIETNAM,Asia,1940,"1,810",0,0,0,0,0,"1,810",23954280485,1,0,22322198,"1,810"
MONGOLIA,MONGOLIA,Asia,1981,"1,812",0,29,0,0,546,"1,237",6354949304,1,1.04,1733479,"1,812"
BANGLADESH,BANGLADESH,Asia,1979,"1,813",26,44,0,523,"1,148",98,72129339141,1,0.02,79141947,"1,813"
GUATEMALA,GUATEMALA,North America,1996,"1,814",0,148,0,6,"1,660",0,62694781853,1,0.18,10612300,"1,814"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1970,"1,816",35,131,89,0,"1,594",1,13725121389,1,0.29,6378802,"1,816"
PERU,PERU,South America,1933,"1,818",0,4,0,318,"1,475",22,16877404407,1,0,5536002,"1,818"
IRAQ,IRAQ,Asia,1958,"1,820",17,91,0,113,"1,615",1,42271379146,1,0.26,6951160,"1,820"
PLURINATIONAL STATE OF BOLIVIA,BOLIVIA,South America,1992,"1,820",0,82,306,355,"1,077",0,26702005783,1,0.26,7131699,"1,820"
PERU,PERU,South America,1957,"1,822",26,74,0,34,"1,640",74,48378444116,1,0.2,9266078,"1,822"
QATAR,QATAR,Asia,1967,"1,824",0,0,"1,706",59,59,0,6901001996,1,21.32,86161,"1,824"
IRELAND,IRELAND,Europe,1924,"1,825",0,0,0,0,0,"1,825",13320034933,1,0,3071970,"1,825"
